Geneid,NCAPD3 Knockdown1,NCAPD3 Knockdown2,NCAPD3 Knockdown3,Wild.Type1,Wild Type2,Wild Type3
ENSG00000226237,82,68,51,51,51,57
ENSG00000234323,0,0,0,0,0,0
ENSG00000289123,0,0,0,0,0,1
ENSG00000236849,0,0,0,0,0,0
ENSG00000237372,0,0,0,0,0,0
ENSG00000204054,4012,3933,3716,2377,2377,2154
ENSG00000171889,2,9,4,9,9,5
ENSG00000233926,2,4,4,2,2,8
ENSG00000281649,535,550,522,546,546,463
ENSG00000287168,2,7,2,4,4,7
ENSG00000230074,7,8,13,13,13,13
ENSG00000175611,45,60,43,42,42,41
ENSG00000250850,0,0,0,0,0,0
ENSG00000278910,0,0,0,0,0,0
ENSG00000233901,65,52,64,65,65,40
ENSG00000224020,16,10,17,6,6,14
ENSG00000289987,14,9,4,14,14,22
ENSG00000289993,0,0,0,0,0,0
ENSG00000232939,0,0,0,0,0,0
ENSG00000286162,24,32,29,31,31,32
ENSG00000236924,83,73,79,60,60,48
ENSG00000225706,14,17,20,10,10,4
ENSG00000234506,0,0,0,0,0,0
ENSG00000286322,2,3,5,0,0,2
ENSG00000273036,0,0,0,0,0,0
ENSG00000284612,2,2,0,0,0,0
ENSG00000230453,254,255,219,227,227,205
ENSG00000234373,21,48,12,22,22,24
ENSG00000270691,0,0,0,0,0,0
ENSG00000238002,0,0,0,0,0,0
ENSG00000232494,0,0,0,0,0,0
ENSG00000260564,0,0,0,0,0,0
ENSG00000279715,0,0,0,0,0,0
ENSG00000280366,0,0,0,0,0,0
ENSG00000286793,0,0,0,0,0,0
ENSG00000238529,0,0,0,0,0,0
ENSG00000273900,0,0,0,0,0,0
ENSG00000275144,0,0,0,0,0,0
ENSG00000230635,0,0,0,0,0,0
ENSG00000229079,0,0,0,0,0,0
ENSG00000213816,0,0,0,0,0,0
ENSG00000276128,0,0,0,0,0,0
ENSG00000277737,0,0,0,0,0,0
ENSG00000185963,1843,2101,1697,1403,1403,1494
ENSG00000288062,0,2,0,0,0,0
ENSG00000288271,0,0,0,0,0,0
ENSG00000252772,0,0,0,0,0,0
ENSG00000226721,0,0,0,0,0,0
ENSG00000275318,4,12,2,3,3,2
ENSG00000127081,60,101,82,67,67,60
ENSG00000232843,0,0,0,0,0,0
ENSG00000188101,0,0,0,0,0,0
ENSG00000224848,0,5,0,0,0,0
ENSG00000203279,8,27,9,10,10,8
ENSG00000216829,0,0,0,0,0,0
ENSG00000233424,0,0,0,0,0,0
ENSG00000204818,0,0,0,0,0,0
ENSG00000224537,0,0,0,0,0,0
ENSG00000229613,0,0,0,0,0,0
ENSG00000165023,0,0,0,0,0,0
ENSG00000236316,0,0,0,0,0,0
ENSG00000270432,0,0,0,0,0,0
ENSG00000196116,314,363,343,285,285,305
ENSG00000237886,175,143,148,153,153,108
ENSG00000279256,0,0,0,0,0,0
ENSG00000254261,0,0,0,0,0,0
ENSG00000252580,0,0,0,0,0,0
ENSG00000136938,22765,29125,27896,23170,23170,20256
ENSG00000236896,0,8,2,4,4,5
ENSG00000212521,0,0,0,0,0,0
ENSG00000095380,7793,8397,7640,7040,7040,6214
ENSG00000106785,1968,2257,1738,1726,1726,1657
ENSG00000274011,0,1,0,0,0,0
ENSG00000106789,739,756,777,615,615,553
ENSG00000095383,1145,1249,1451,805,805,946
ENSG00000278412,0,0,0,0,0,0
ENSG00000224001,0,0,0,2,2,0
ENSG00000107242,0,8,1,5,5,0
ENSG00000187866,341,363,283,214,214,235
ENSG00000236998,0,2,0,0,0,0
ENSG00000236733,0,0,0,0,0,0
ENSG00000288771,0,0,0,0,0,0
ENSG00000207206,0,0,0,0,0,0
ENSG00000252167,0,0,0,0,0,0
ENSG00000200969,0,0,0,0,0,0
ENSG00000230846,0,0,0,0,0,0
ENSG00000189357,0,0,0,0,0,0
ENSG00000267559,0,2,0,0,0,0
ENSG00000186788,0,0,0,0,0,0
ENSG00000237770,0,0,0,0,0,0
ENSG00000214929,0,0,0,0,0,0
ENSG00000289295,34,22,37,32,32,28
ENSG00000276963,0,0,0,0,0,0
ENSG00000278331,0,0,0,0,0,0
ENSG00000275390,0,0,0,0,0,0
ENSG00000276868,0,0,0,0,0,0
ENSG00000275377,0,0,0,0,0,0
ENSG00000280077,32,48,33,35,35,41
ENSG00000279456,2,2,6,0,0,0
ENSG00000278175,42,33,53,37,37,20
ENSG00000288956,2,9,0,0,0,4
ENSG00000289226,0,0,2,0,0,0
ENSG00000187239,3080,3998,2644,3051,3051,2861
ENSG00000251960,0,0,0,0,0,0
ENSG00000155158,27,99,27,26,26,16
ENSG00000240240,0,0,0,0,0,0
ENSG00000243641,0,0,0,0,0,0
ENSG00000234534,2,2,0,0,0,0
ENSG00000182347,0,0,0,0,0,0
ENSG00000227730,0,0,0,0,0,0
ENSG00000228166,0,0,0,0,0,0
ENSG00000224083,0,0,2,0,0,2
ENSG00000235917,0,2,0,0,0,0
ENSG00000228097,0,3,0,0,0,0
ENSG00000237711,0,0,0,0,0,0
ENSG00000236254,0,0,0,0,0,0
ENSG00000230225,0,0,0,0,0,0
ENSG00000236567,3,2,0,2,2,2
ENSG00000254017,0,3,0,2,2,0
ENSG00000120210,0,2,0,1,1,0
ENSG00000120211,285,217,129,197,197,172
ENSG00000138835,709,809,662,493,493,482
ENSG00000119396,2098,2156,2115,1817,1817,1735
ENSG00000228395,6,8,3,7,7,2
ENSG00000234705,43,45,29,22,22,34
ENSG00000197694,19213,19700,15498,14336,14336,15113
ENSG00000224092,0,0,0,0,0,0
ENSG00000080503,6574,8911,6007,6346,6346,6103
ENSG00000236199,0,0,0,0,0,0
ENSG00000289159,0,5,4,0,0,0
ENSG00000289163,0,0,2,0,0,0
ENSG00000165119,19500,20857,20136,18259,18259,17370
ENSG00000136854,1926,1849,1506,1768,1768,1712
ENSG00000288727,0,0,0,0,0,0
ENSG00000126882,150,185,139,108,108,101
ENSG00000097007,5678,5406,4681,4334,4334,4533
ENSG00000235481,5,4,4,4,4,1
ENSG00000288949,4,3,0,0,0,0
ENSG00000240853,0,2,0,0,0,0
ENSG00000231018,0,0,0,0,0,0
ENSG00000212395,0,0,0,0,0,0
ENSG00000236687,2,0,0,0,0,0
ENSG00000229817,0,0,4,1,1,0
ENSG00000106952,2,505,2,0,0,4
ENSG00000236461,0,0,0,0,0,0
ENSG00000234692,0,0,0,0,0,0
ENSG00000041982,0,2,2,0,0,4
ENSG00000290538,0,0,0,0,0,0
ENSG00000184906,0,0,0,0,0,0
ENSG00000290546,0,0,0,0,0,0
ENSG00000237238,0,0,0,0,0,0
ENSG00000290549,0,0,0,0,0,0
ENSG00000228430,0,0,0,0,0,0
ENSG00000290551,0,0,0,0,0,0
ENSG00000228522,0,0,0,0,0,0
ENSG00000290559,0,0,0,0,0,0
ENSG00000179766,0,0,0,0,0,0
ENSG00000290567,0,0,2,0,0,0
ENSG00000182021,0,0,0,0,0,0
ENSG00000290573,0,0,0,0,0,0
ENSG00000287988,0,0,0,0,0,0
ENSG00000290579,0,0,0,0,0,0
ENSG00000233013,0,0,0,0,0,0
ENSG00000290585,6,2,0,2,2,10
ENSG00000176134,0,0,0,0,0,0
ENSG00000290586,0,0,0,0,0,0
ENSG00000159247,0,0,0,0,0,0
ENSG00000290588,2,0,0,0,0,0
ENSG00000225511,0,0,0,0,0,0
ENSG00000276717,0,0,0,0,0,0
ENSG00000204352,0,0,0,0,0,0
ENSG00000290685,0,0,0,0,0,0
ENSG00000198416,0,4,2,2,2,1
ENSG00000290717,0,0,0,0,0,0
ENSG00000223839,0,0,0,0,0,0
ENSG00000188029,0,0,0,0,0,0
ENSG00000290757,0,0,0,0,0,0
ENSG00000235248,0,0,0,0,0,0
ENSG00000290765,0,0,0,0,0,0
ENSG00000257198,0,0,0,0,0,0
ENSG00000290768,0,0,0,0,0,0
ENSG00000170827,0,0,0,0,0,0
ENSG00000196312,0,0,0,0,0,0
ENSG00000290770,859,969,823,878,878,755
ENSG00000204173,0,0,0,0,0,0
ENSG00000290837,0,2,0,0,0,2
ENSG00000276832,0,0,0,0,0,0
ENSG00000290848,0,0,7,0,0,0
ENSG00000237743,0,0,0,0,0,0
ENSG00000290881,0,0,0,0,0,0
ENSG00000214888,0,0,0,0,0,0
ENSG00000290882,0,0,0,0,0,0
ENSG00000234460,2,0,0,0,0,0
ENSG00000290883,4,0,2,4,4,1
ENSG00000224045,0,0,0,0,0,0
ENSG00000290889,0,0,0,0,0,0
ENSG00000225345,4,7,4,8,8,5
ENSG00000165121,1,8,6,4,4,8
ENSG00000290924,23,15,20,30,30,15
ENSG00000279955,0,0,0,0,0,0
ENSG00000290938,0,0,0,0,0,0
ENSG00000183148,0,0,0,0,0,0
ENSG00000274628,0,0,0,0,0,0
ENSG00000290970,0,0,0,0,0,0
ENSG00000276203,0,0,0,0,0,0
ENSG00000290971,0,0,0,0,0,0
ENSG00000172014,0,0,0,0,0,0
ENSG00000290972,0,2,0,0,0,0
ENSG00000227449,0,0,0,0,0,0
ENSG00000291011,0,0,0,0,0,0
ENSG00000288690,0,0,0,0,0,0
ENSG00000291012,0,0,0,0,0,0
ENSG00000283162,0,0,0,0,0,0
ENSG00000291061,0,0,0,0,0,0
ENSG00000236816,0,0,0,0,0,0
ENSG00000291166,0,0,0,0,0,0
ENSG00000286506,0,0,0,0,0,0
ENSG00000291167,0,0,0,0,0,0
ENSG00000187984,0,0,0,0,0,0
ENSG00000291168,0,0,0,0,0,0
ENSG00000226668,0,0,0,0,0,0
ENSG00000287276,0,0,0,0,0,0
ENSG00000291170,0,0,2,0,0,0
ENSG00000240632,0,0,0,0,0,0
ENSG00000291172,0,0,0,0,0,0
ENSG00000204837,0,0,0,0,0,0
ENSG00000291181,0,0,0,0,0,0
ENSG00000232000,0,0,0,0,0,0
ENSG00000291185,0,1,0,0,0,1
ENSG00000283945,0,0,0,0,0,0
ENSG00000291187,0,0,0,0,0,0
ENSG00000197191,89,79,83,39,39,51
ENSG00000106976,359,417,302,313,313,275
ENSG00000228307,0,0,0,0,0,0
ENSG00000137075,199,290,168,147,147,181
ENSG00000122705,3391,3662,3690,3121,3121,2830
ENSG00000223795,1,0,3,0,0,0
ENSG00000228877,1,2,2,0,0,0
ENSG00000227150,0,1,1,2,2,1
ENSG00000130635,25629,23511,18525,17850,17850,20227
ENSG00000204011,1,0,0,0,0,2
ENSG00000286502,4,0,1,4,4,5
ENSG00000264744,0,0,0,0,0,0
ENSG00000265872,0,0,0,0,0,0
ENSG00000265848,0,0,0,0,0,0
ENSG00000264163,0,0,0,0,0,0
ENSG00000264136,0,0,0,0,0,0
ENSG00000266827,0,0,0,0,0,0
ENSG00000266514,0,0,0,0,0,0
ENSG00000232355,0,0,0,0,0,0
ENSG00000160339,0,0,0,0,0,0
ENSG00000085265,0,30,2,6,6,5
ENSG00000236403,0,0,0,0,0,0
ENSG00000279935,0,0,0,0,0,0
ENSG00000228401,0,0,0,0,0,0
ENSG00000289552,10,10,7,6,6,4
ENSG00000227835,0,0,0,0,0,0
ENSG00000291284,0,0,0,0,0,0
ENSG00000290482,0,0,0,0,0,0
ENSG00000291287,0,0,0,0,0,0
ENSG00000290969,0,0,0,0,0,0
ENSG00000290718,0,0,2,0,0,0
ENSG00000106829,689,825,772,363,363,408
ENSG00000213221,5,2,0,6,6,4
ENSG00000238058,182,165,147,180,180,155
ENSG00000130560,1658,1539,1482,1257,1257,1334
ENSG00000148411,1549,1423,1402,1095,1095,1122
ENSG00000260193,31,28,44,24,24,27
ENSG00000238227,1229,1168,1181,999,999,918
ENSG00000275329,4,0,0,2,2,3
ENSG00000107187,4,2,1,4,4,0
ENSG00000165661,1258,1243,1004,1208,1208,1099
ENSG00000260220,1882,1784,1532,1866,1866,1798
ENSG00000279813,0,0,0,0,0,0
ENSG00000283769,4,5,1,3,3,2
ENSG00000288701,21807,21959,17039,17420,17420,18324
ENSG00000291303,0,0,0,0,0,0
ENSG00000250068,2,4,3,0,0,6
ENSG00000148153,387,399,422,318,318,252
ENSG00000226609,16,10,23,25,25,19
ENSG00000148158,158,174,162,126,126,128
ENSG00000291094,0,0,0,0,0,0
ENSG00000228623,57,57,46,58,58,52
ENSG00000107263,1395,2090,1322,918,918,900
ENSG00000176884,162,159,93,71,71,67
ENSG00000176978,1218,1287,1232,1064,1064,1057
ENSG00000130948,0,0,0,0,0,0
ENSG00000285269,0,0,0,0,0,0
ENSG00000232283,0,0,0,0,0,0
ENSG00000207276,0,0,0,0,0,0
ENSG00000130958,11,19,19,11,11,8
ENSG00000165244,843,762,675,600,600,503
ENSG00000238251,23,14,23,19,19,13
ENSG00000286835,31,42,30,18,18,22
ENSG00000287302,2,2,0,0,0,0
ENSG00000130956,1393,1773,1501,1312,1312,1063
ENSG00000081377,258,256,281,222,222,190
ENSG00000289459,0,0,0,0,0,0
ENSG00000287750,66,94,92,79,79,87
ENSG00000230246,0,0,0,0,0,0
ENSG00000086062,2475,2391,1787,1696,1696,1791
ENSG00000233554,44,46,55,42,42,36
ENSG00000252224,0,0,0,0,0,0
ENSG00000122711,3,8,12,0,0,1
ENSG00000107262,16759,18363,21849,15788,15788,14075
ENSG00000086065,4246,4753,4957,5117,5117,4102
ENSG00000200544,0,0,0,0,0,0
ENSG00000137076,6506,7230,5262,4631,4631,4983
ENSG00000180264,136,146,119,126,126,149
ENSG00000136811,5668,6006,5988,6320,6320,6378
ENSG00000165688,2699,2905,2749,2514,2514,2327
ENSG00000234644,0,0,0,0,0,0
ENSG00000099139,2,28,0,0,0,0
ENSG00000231137,0,0,0,0,0,0
ENSG00000135002,386,402,328,370,370,257
ENSG00000234618,32,28,43,21,21,24
ENSG00000233814,0,0,0,0,0,0
ENSG00000280094,2,0,0,0,0,0
ENSG00000226562,21,17,13,20,20,25
ENSG00000205274,0,0,0,0,0,0
ENSG00000083067,6,8,0,2,2,4
ENSG00000106688,486,559,552,412,412,390
ENSG00000225893,4,0,0,0,0,0
ENSG00000205808,107,134,152,83,83,128
ENSG00000273061,18,10,15,6,6,10
ENSG00000106993,865,1035,1135,1263,1263,1041
ENSG00000147853,996,1136,1056,752,752,706
ENSG00000287759,8,8,11,2,2,4
ENSG00000270639,0,0,0,0,0,0
ENSG00000220105,0,0,0,0,0,0
ENSG00000233186,0,0,0,0,0,0
ENSG00000106686,193,229,214,232,232,160
ENSG00000226752,845,869,908,876,876,770
ENSG00000106804,114,126,114,73,73,62
ENSG00000229268,0,6,2,1,1,2
ENSG00000235533,0,0,0,0,0,0
ENSG00000289185,0,0,0,0,0,0
ENSG00000223568,0,0,0,0,0,0
ENSG00000213954,0,0,0,0,0,0
ENSG00000147862,843,725,604,540,540,530
ENSG00000234982,0,3,9,2,2,4
ENSG00000288876,1,0,0,0,0,0
ENSG00000225472,2,1,0,0,0,2
ENSG00000289969,0,0,0,0,0,0
ENSG00000287708,0,0,0,0,0,0
ENSG00000231806,121,137,95,119,119,78
ENSG00000229897,2,4,4,3,3,3
ENSG00000165138,840,862,641,631,631,605
ENSG00000285706,4,4,0,5,5,0
ENSG00000119514,145,192,119,97,97,89
ENSG00000267026,0,2,0,0,0,0
ENSG00000229338,0,0,0,0,0,1
ENSG00000204291,1179,993,351,728,728,664
ENSG00000270412,0,0,0,0,0,2
ENSG00000292223,0,0,0,0,0,0
ENSG00000290644,17,28,3,13,13,21
ENSG00000290645,0,0,0,0,0,0
ENSG00000188312,15,247,162,180,180,125
ENSG00000291169,0,2,0,0,0,0
ENSG00000171505,0,0,0,0,0,0
ENSG00000171501,0,0,0,0,0,0
ENSG00000136939,0,0,0,0,0,0
ENSG00000171459,0,0,0,0,0,0
ENSG00000232387,14,6,30,1,1,7
ENSG00000148215,0,0,0,0,0,2
ENSG00000288989,20,14,22,6,6,8
ENSG00000290769,0,0,0,0,0,0
ENSG00000171102,0,0,0,0,0,0
ENSG00000197859,34,46,53,53,53,52
ENSG00000123453,6,11,2,6,6,4
ENSG00000160293,9128,8298,7335,7640,7640,7581
ENSG00000235106,361,345,380,299,299,328
ENSG00000169925,3920,3805,3460,3588,3588,3412
ENSG00000235138,17,5,10,8,8,8
ENSG00000271525,4,4,2,2,2,2
ENSG00000273249,12,15,14,14,14,19
ENSG00000196363,1618,1621,1561,1333,1333,1241
ENSG00000221676,24,30,18,15,15,18
ENSG00000273473,18,10,6,14,14,10
ENSG00000283378,0,25,12,11,11,7
ENSG00000276522,0,0,0,0,0,0
ENSG00000277109,0,0,0,0,0,0
ENSG00000231248,0,0,0,0,0,0
ENSG00000238933,0,0,0,0,0,0
ENSG00000204814,0,0,0,0,0,0
ENSG00000231454,0,0,0,0,0,0
ENSG00000106991,1082,1009,927,751,751,894
ENSG00000127080,154,171,159,133,133,135
ENSG00000269929,15,28,31,25,25,17
ENSG00000230262,1,3,2,1,1,6
ENSG00000107140,204,232,188,225,225,197
ENSG00000291075,245,235,237,234,234,185
ENSG00000290923,16,20,21,8,8,11
ENSG00000276291,0,0,0,1,1,0
ENSG00000277778,0,0,0,0,0,0
ENSG00000225655,0,2,0,0,0,0
ENSG00000276462,0,0,0,0,0,0
ENSG00000273514,0,0,0,0,0,0
ENSG00000215126,78,123,136,117,117,117
ENSG00000148225,57,48,46,56,56,40
ENSG00000148358,3463,3720,3303,3143,3143,3052
ENSG00000125482,1256,1372,1437,1154,1154,1124
ENSG00000188523,0,0,2,0,0,0
ENSG00000252521,0,0,0,0,0,0
ENSG00000125492,0,3,0,2,2,0
ENSG00000169692,1251,1151,1078,950,950,981
ENSG00000233016,269,277,247,288,288,263
ENSG00000288873,8,6,4,6,6,5
ENSG00000165699,1659,1809,1597,1608,1608,1505
ENSG00000106799,1537,1620,1228,1385,1385,1205
ENSG00000106771,886,813,529,732,732,596
ENSG00000095203,213,211,148,149,149,128
ENSG00000237124,0,0,0,0,0,0
ENSG00000207329,0,0,0,0,0,0
ENSG00000180071,407,445,360,332,332,422
ENSG00000290907,20,17,12,14,14,15
ENSG00000277027,2,6,12,6,6,0
ENSG00000185920,214,201,166,176,176,151
ENSG00000148120,1010,1294,1577,1117,1117,905
ENSG00000078902,8,207,218,173,173,186
ENSG00000255153,0,7,6,2,2,4
ENSG00000117983,2044,1579,1213,1433,1433,1435
ENSG00000174672,29,102,113,68,68,55
ENSG00000255177,0,0,0,0,0,0
ENSG00000287935,0,11,22,12,12,16
ENSG00000285985,0,0,0,0,0,0
ENSG00000255492,0,0,0,0,0,0
ENSG00000149054,0,0,0,0,0,0
ENSG00000254946,0,2,0,0,0,0
ENSG00000256206,0,0,0,0,0,0
ENSG00000110328,4,0,0,2,2,1
ENSG00000254661,0,0,0,0,0,0
ENSG00000286959,0,0,0,0,0,0
ENSG00000175868,0,4,0,0,0,0
ENSG00000255323,0,0,0,0,0,0
ENSG00000177054,240,229,202,217,217,190
ENSG00000254542,2,2,0,0,0,0
ENSG00000149050,21,17,15,14,14,16
ENSG00000254456,1,0,0,0,0,0
ENSG00000255558,67,37,55,53,53,46
ENSG00000215182,319,8931,7503,7499,7499,8034
ENSG00000255260,0,0,0,0,0,0
ENSG00000240298,0,0,0,0,0,0
ENSG00000170748,0,0,0,0,0,0
ENSG00000240036,19,30,36,21,21,15
ENSG00000225477,0,0,0,0,0,0
ENSG00000255291,2,3,0,0,0,2
ENSG00000286960,0,0,0,0,0,0
ENSG00000134343,0,0,0,0,0,0
ENSG00000255370,0,0,2,0,0,0
ENSG00000271491,0,0,0,0,0,0
ENSG00000255351,0,0,0,0,0,0
ENSG00000254878,0,0,0,0,0,0
ENSG00000129170,0,0,0,0,0,2
ENSG00000255496,0,0,0,0,0,0
ENSG00000170743,0,0,0,0,0,0
ENSG00000254622,0,0,0,0,0,0
ENSG00000255175,0,0,0,0,0,0
ENSG00000255300,0,0,0,0,0,0
ENSG00000255179,0,0,0,0,0,0
ENSG00000255018,0,0,0,0,0,0
ENSG00000238149,0,0,0,0,0,0
ENSG00000254598,38,48,42,30,30,39
ENSG00000255388,0,0,0,0,0,0
ENSG00000255454,0,0,0,0,0,0
ENSG00000255029,0,0,0,0,0,0
ENSG00000254540,0,0,0,0,0,0
ENSG00000183161,29,33,27,29,29,18
ENSG00000286521,0,2,0,0,0,0
ENSG00000254418,0,1,2,2,2,0
ENSG00000254784,0,0,0,0,0,0
ENSG00000246225,0,1,0,0,0,0
ENSG00000286275,1,0,2,0,0,0
ENSG00000254516,0,0,0,0,0,0
ENSG00000254594,0,0,0,0,0,0
ENSG00000152219,423,440,492,494,494,435
ENSG00000254816,0,0,0,0,0,0
ENSG00000255281,0,0,0,0,0,0
ENSG00000255308,2,1,0,0,0,0
ENSG00000129158,112,121,126,118,118,72
ENSG00000121691,1599,1583,1447,1338,1338,1199
ENSG00000255293,0,0,0,0,0,0
ENSG00000255270,0,0,0,0,0,0
ENSG00000149100,2086,2285,2271,1965,1965,1731
ENSG00000166478,860,1033,892,867,867,735
ENSG00000255347,0,0,0,0,0,0
ENSG00000281880,8,0,0,0,0,2
ENSG00000255117,0,0,0,0,0,0
ENSG00000254564,0,0,0,0,0,0
ENSG00000254934,0,0,0,0,0,2
ENSG00000109851,0,0,0,0,0,0
ENSG00000255092,4,7,6,1,1,2
ENSG00000255525,0,0,0,0,0,2
ENSG00000129151,0,0,0,0,0,0
ENSG00000287227,0,0,0,1,1,0
ENSG00000187398,420,416,270,259,259,199
ENSG00000254819,0,0,0,0,0,0
ENSG00000270607,4,6,19,6,6,3
ENSG00000242729,0,0,0,0,0,0
ENSG00000228061,1,1,0,1,1,1
ENSG00000179431,87,101,104,53,53,53
ENSG00000254532,0,0,0,2,2,0
ENSG00000254606,0,0,0,0,0,0
ENSG00000177447,5,9,2,7,7,2
ENSG00000255462,0,0,0,0,0,0
ENSG00000255186,1,2,4,2,2,0
ENSG00000254627,0,0,0,0,0,0
ENSG00000254645,0,0,0,0,0,0
ENSG00000279004,0,2,0,0,0,1
ENSG00000254695,0,0,0,0,0,0
ENSG00000258817,0,0,0,0,0,0
ENSG00000265973,0,0,0,0,0,0
ENSG00000255199,0,0,0,0,0,0
ENSG00000254861,0,0,0,0,0,0
ENSG00000254754,0,0,0,0,0,0
ENSG00000254560,0,0,0,0,0,0
ENSG00000255167,0,0,0,0,0,0
ENSG00000254725,0,0,0,0,0,0
ENSG00000184937,0,0,0,0,0,0
ENSG00000249867,45,40,28,43,43,24
ENSG00000255111,0,0,0,0,0,0
ENSG00000233301,0,0,0,0,0,0
ENSG00000255043,0,0,0,0,0,0
ENSG00000255227,0,0,0,0,0,0
ENSG00000255563,0,0,0,0,0,0
ENSG00000133818,750,732,723,535,535,561
ENSG00000255268,0,0,0,0,0,0
ENSG00000255193,0,0,0,0,0,0
ENSG00000254547,0,0,0,0,0,0
ENSG00000254465,0,0,0,0,0,0
ENSG00000254472,0,0,0,0,0,0
ENSG00000272882,0,0,0,0,0,0
ENSG00000287538,0,0,0,4,4,0
ENSG00000244267,0,4,0,2,2,0
ENSG00000279675,0,0,0,0,0,0
ENSG00000262655,2,0,5,5,5,0
ENSG00000255110,0,0,0,0,0,0
ENSG00000255490,0,0,0,0,0,0
ENSG00000255477,0,0,0,0,0,0
ENSG00000255123,0,0,0,0,0,0
ENSG00000255271,0,0,0,0,0,0
ENSG00000254496,0,0,0,0,0,0
ENSG00000255190,0,0,0,0,0,0
ENSG00000270903,4,5,6,4,4,7
ENSG00000255019,0,0,0,0,0,0
ENSG00000255109,0,0,0,0,0,0
ENSG00000245573,50,35,27,30,30,16
ENSG00000285705,0,0,0,0,0,0
ENSG00000255550,0,0,0,0,0,0
ENSG00000255204,0,0,0,0,0,0
ENSG00000214883,0,0,0,0,0,0
ENSG00000254940,0,0,0,0,0,0
ENSG00000236919,0,0,0,0,0,0
ENSG00000255086,0,0,0,0,0,0
ENSG00000254668,0,0,0,0,0,0
ENSG00000254836,0,0,0,0,0,0
ENSG00000277803,0,0,0,0,0,0
ENSG00000254686,0,0,0,0,0,0
ENSG00000205030,0,0,0,0,0,0
ENSG00000086205,0,4,0,0,0,2
ENSG00000198168,930,1258,1095,830,830,665
ENSG00000255442,0,0,0,0,0,0
ENSG00000170946,746,697,582,692,692,618
ENSG00000255416,0,0,0,0,0,0
ENSG00000186113,0,0,0,0,0,0
ENSG00000181943,0,0,0,0,0,0
ENSG00000254487,0,0,0,0,0,0
ENSG00000219061,0,0,0,0,0,0
ENSG00000205213,2706,2853,2278,2041,2041,2008
ENSG00000254408,0,0,0,0,0,0
ENSG00000255433,0,0,0,0,0,0
ENSG00000275725,0,0,0,0,0,0
ENSG00000227160,0,0,0,0,0,0
ENSG00000254828,0,0,0,0,0,0
ENSG00000240881,0,0,0,0,0,0
ENSG00000255349,0,0,0,0,0,0
ENSG00000255078,0,0,0,0,0,0
ENSG00000254637,0,0,0,0,0,0
ENSG00000255001,0,0,0,0,0,0
ENSG00000123447,0,0,0,0,0,0
ENSG00000254800,0,0,0,0,0,0
ENSG00000197254,0,0,0,0,0,0
ENSG00000226268,22,14,25,19,19,21
ENSG00000255427,0,0,0,0,0,0
ENSG00000279761,0,0,0,0,0,0
ENSG00000255543,0,0,0,0,0,0
ENSG00000186509,0,0,0,0,0,0
ENSG00000279514,0,0,0,0,0,0
ENSG00000288177,0,0,0,0,0,0
ENSG00000254526,0,0,2,0,0,0
ENSG00000255096,0,0,0,0,0,0
ENSG00000255499,0,0,0,0,0,0
ENSG00000254624,0,0,0,0,0,0
ENSG00000181837,0,0,0,0,0,0
ENSG00000255040,0,1,1,1,1,0
ENSG00000186082,1,1,0,0,0,0
ENSG00000255214,0,0,0,0,0,0
ENSG00000255283,0,0,0,0,0,0
ENSG00000166326,11012,12755,9983,8723,8723,8202
ENSG00000255500,0,0,0,1,1,0
ENSG00000110048,3255,3418,3284,3237,3237,2998
ENSG00000172772,0,0,0,0,0,0
ENSG00000254807,0,0,0,0,0,0
ENSG00000197786,0,0,0,0,0,0
ENSG00000286983,0,0,0,0,0,0
ENSG00000286382,0,0,0,0,0,0
ENSG00000280288,0,0,0,0,0,0
ENSG00000274150,10,15,8,13,13,6
ENSG00000255489,2,8,0,6,6,3
ENSG00000255357,0,0,0,0,0,0
ENSG00000221840,0,0,0,0,0,0
ENSG00000255375,0,0,0,0,0,0
ENSG00000254926,0,0,0,0,0,0
ENSG00000254919,0,0,0,0,0,0
ENSG00000255279,7,0,2,4,4,1
ENSG00000254894,0,0,0,0,0,0
ENSG00000241228,0,0,0,0,0,0
ENSG00000135362,286,287,269,210,210,226
ENSG00000110442,590,542,491,451,451,442
ENSG00000254518,0,0,0,0,0,0
ENSG00000285283,0,0,0,0,0,0
ENSG00000285895,0,0,0,0,0,0
ENSG00000186660,1640,1766,1532,1414,1414,1313
ENSG00000225997,0,0,0,0,0,0
ENSG00000255333,0,0,0,0,0,0
ENSG00000216708,0,0,0,0,0,0
ENSG00000240975,0,0,0,0,0,0
ENSG00000271369,0,0,0,0,0,0
ENSG00000149124,0,0,0,0,0,0
ENSG00000255309,0,0,0,0,0,0
ENSG00000255368,0,0,0,0,0,0
ENSG00000254708,0,0,0,0,0,2
ENSG00000255450,1,0,0,0,0,0
ENSG00000254544,0,0,0,0,0,0
ENSG00000150244,0,0,0,0,0,0
ENSG00000255359,0,0,0,0,0,0
ENSG00000254743,0,0,0,0,0,0
ENSG00000254669,0,0,0,0,0,0
ENSG00000185238,705,731,802,688,688,640
ENSG00000254768,0,0,0,0,0,0
ENSG00000271350,0,4,0,1,1,0
ENSG00000227806,0,0,0,0,0,0
ENSG00000272900,0,0,0,0,0,0
ENSG00000167825,0,0,0,0,0,0
ENSG00000187612,0,0,0,0,0,0
ENSG00000162174,423,401,376,294,294,273
ENSG00000224411,679,885,927,951,951,805
ENSG00000254589,2,0,0,0,0,0
ENSG00000279266,0,0,0,0,0,0
ENSG00000109911,120,111,96,87,87,107
